Tanggal,Terakhir,Pembukaan,Tertinggi,Terendah,Vol.,Perubahan%
05/31/2016,"17.069,00","17.069,00","17.069,00","17.069,00","","0,29%"
05/30/2016,"17.019,00","17.019,00","17.019,00","17.019,00","","-3,03%"
05/29/2016,"17.550,00","17.550,00","17.550,00","17.550,00","","-1,44%"
05/28/2016,"17.806,00","17.806,00","17.806,00","17.806,00","","0,83%"
05/27/2016,"17.660,00","17.660,00","17.660,00","17.660,00","","-2,75%"
05/26/2016,"18.159,00","18.159,00","18.159,00","18.159,00","","2,01%"
05/25/2016,"17.801,00","17.801,00","17.801,00","17.801,00","","-1,49%"
05/24/2016,"18.069,50","18.069,50","18.069,50","18.069,50","","-0,39%"
05/23/2016,"18.140,00","18.140,00","18.140,00","18.140,00","","0,60%"
05/22/2016,"18.031,00","18.031,00","18.031,00","18.031,00","","-1,64%"
05/21/2016,"18.331,00","18.331,00","18.331,00","18.331,00","","-1,90%"
05/20/2016,"18.686,00","18.686,00","18.686,00","18.686,00","","-1,06%"
05/19/2016,"18.886,00","18.886,00","18.886,00","18.886,00","","2,61%"
05/18/2016,"18.405,00","18.405,00","18.405,00","18.405,00","","-0,85%"
05/17/2016,"18.562,00","18.562,00","18.562,00","18.562,00","","-0,10%"
05/16/2016,"18.580,00","18.580,00","18.580,00","18.580,00","","-5,01%"
05/15/2016,"19.559,00","19.559,00","19.559,00","19.559,00","","-0,64%"
05/14/2016,"19.684,00","19.684,00","19.684,00","19.684,00","","-1,01%"
05/13/2016,"19.884,00","19.884,00","19.884,00","19.884,00","","4,06%"
05/12/2016,"19.108,00","19.108,00","19.108,00","19.108,00","","-3,15%"
05/11/2016,"19.730,00","19.730,00","19.730,00","19.730,00","","-1,23%"
05/10/2016,"19.976,00","19.976,00","19.976,00","19.976,00","","6,37%"
05/09/2016,"18.779,00","18.779,00","18.779,00","18.779,00","","4,46%"
05/08/2016,"17.977,00","17.977,00","17.977,00","17.977,00","","-5,09%"
05/07/2016,"18.942,00","18.942,00","18.942,00","18.942,00","","0,53%"
05/06/2016,"18.842,50","18.842,50","18.842,50","18.842,50","","2,31%"
05/05/2016,"18.417,00","18.417,00","18.417,00","18.417,00","","-3,29%"
05/04/2016,"19.043,00","19.043,00","19.043,00","19.043,00","","1,08%"
05/03/2016,"18.839,00","18.839,00","18.839,00","18.839,00","","-2,63%"
05/02/2016,"19.348,00","19.348,00","19.348,00","19.348,00","","2,50%"
05/01/2016,"18.876,00","18.876,00","18.876,00","18.876,00","","-0,23%"
04/30/2016,"18.920,00","18.920,00","18.920,00","18.920,00","","2,98%"
04/29/2016,"18.372,00","18.372,00","18.372,00","18.372,00","","-1,88%"
04/28/2016,"18.724,00","18.724,00","18.724,00","18.724,00","","-1,45%"
04/27/2016,"18.999,00","18.999,00","18.999,00","18.999,00","","8,10%"
04/26/2016,"17.576,00","17.576,00","17.576,00","17.576,00","","-5,75%"
04/25/2016,"18.648,00","18.648,00","18.648,00","18.648,00","","0,88%"
04/24/2016,"18.485,00","18.485,00","18.485,00","18.485,00","","-2,39%"
04/23/2016,"18.938,00","18.938,00","18.938,00","18.938,00","","5,28%"
04/22/2016,"17.989,00","17.989,00","17.989,00","17.989,00","","-1,51%"
04/21/2016,"18.264,00","18.264,00","18.264,00","18.264,00","","-3,19%"
04/20/2016,"18.865,00","18.865,00","18.865,00","18.865,00","","-9,93%"
04/19/2016,"20.945,00","20.945,00","20.945,00","20.945,00","","-2,52%"
04/18/2016,"21.486,00","21.486,00","21.486,00","21.486,00","","-1,37%"
04/17/2016,"21.785,00","21.785,00","21.785,00","21.785,00","","1,97%"
04/16/2016,"21.364,00","21.364,00","21.364,00","21.364,00","","0,35%"
04/15/2016,"21.290,00","21.290,00","21.290,00","21.290,00","","-1,38%"
04/14/2016,"21.589,00","21.589,00","21.589,00","21.589,00","","2,16%"
04/13/2016,"21.132,00","21.132,00","21.132,00","21.132,00","","-4,21%"
04/12/2016,"22.061,00","22.061,00","22.061,00","22.061,00","","1,43%"
04/11/2016,"21.751,00","21.751,00","21.751,00","21.751,00","","5,38%"
04/10/2016,"20.640,00","20.640,00","20.640,00","20.640,00","","-1,05%"
04/09/2016,"20.858,00","20.858,00","20.858,00","20.858,00","","-2,83%"
04/08/2016,"21.465,00","21.465,00","21.465,00","21.465,00","","-1,15%"
04/07/2016,"21.715,00","21.715,00","21.715,00","21.715,00","","-2,03%"
04/06/2016,"22.166,00","22.166,00","22.166,00","22.166,00","","1,34%"
04/05/2016,"21.873,00","21.873,00","21.873,00","21.873,00","","2,11%"
04/04/2016,"21.422,00","21.422,00","21.422,00","21.422,00","","2,89%"
04/03/2016,"20.821,00","20.821,00","20.821,00","20.821,00","","0,11%"
04/02/2016,"20.798,00","20.798,00","20.798,00","20.798,00","","0,80%"
04/01/2016,"20.633,00","20.633,00","20.633,00","20.633,00","","-0,91%"
03/31/2016,"20.823,00","20.823,00","20.823,00","20.823,00","","-1,68%"
03/30/2016,"21.179,00","21.179,00","21.179,00","21.179,00","","-0,45%"
03/29/2016,"21.275,00","21.275,00","21.275,00","21.275,00","","0,11%"
03/28/2016,"21.252,00","21.252,00","21.252,00","21.252,00","","-0,48%"
03/27/2016,"21.354,00","21.354,00","21.354,00","21.354,00","","-0,92%"
03/26/2016,"21.553,00","21.553,00","21.553,00","21.553,00","","2,99%"
03/25/2016,"20.927,00","20.927,00","20.927,00","20.927,00","","-1,13%"
03/24/2016,"21.167,00","21.167,00","21.167,00","21.167,00","","-0,22%"
03/23/2016,"21.214,00","21.214,00","21.214,00","21.214,00","","-5,61%"
03/22/2016,"22.475,00","22.475,00","22.475,00","22.475,00","","-4,85%"
03/21/2016,"23.620,00","23.620,00","23.620,00","23.620,00","","-0,65%"
03/20/2016,"23.775,00","23.775,00","23.775,00","23.775,00","","-4,02%"
03/19/2016,"24.771,00","24.771,00","24.771,00","24.771,00","","1,02%"
03/18/2016,"24.520,25","24.520,25","24.520,25","24.520,25","","-1,79%"
03/17/2016,"24.966,00","24.966,00","24.966,00","24.966,00","","1,80%"
03/16/2016,"24.525,00","24.525,00","24.525,00","24.525,00","","0,66%"
03/15/2016,"24.365,00","24.365,00","24.365,00","24.365,00","","1,23%"
03/14/2016,"24.070,00","24.070,00","24.070,00","24.070,00","","1,26%"
03/13/2016,"23.770,00","23.770,00","23.770,00","23.770,00","","-0,75%"
03/12/2016,"23.949,00","23.949,00","23.949,00","23.949,00","","0,10%"
03/11/2016,"23.926,00","23.926,00","23.926,00","23.926,00","","0,69%"
03/10/2016,"23.762,00","23.762,00","23.762,00","23.762,00","","-1,51%"
03/09/2016,"24.127,00","24.127,00","24.127,00","24.127,00","","-0,21%"
03/08/2016,"24.178,00","24.178,00","24.178,00","24.178,00","","0,98%"
03/07/2016,"23.943,00","23.943,00","23.943,00","23.943,00","","1,40%"
03/06/2016,"23.613,00","23.613,00","23.613,00","23.613,00","","1,82%"
03/05/2016,"23.192,00","23.192,00","23.192,00","23.192,00","","-2,80%"
03/04/2016,"23.861,00","23.861,00","23.861,00","23.861,00","","-0,05%"
03/03/2016,"23.874,00","23.874,00","23.874,00","23.874,00","","2,23%"
03/02/2016,"23.353,00","23.353,00","23.353,00","23.353,00","","0,33%"
03/01/2016,"23.277,00","23.277,00","23.277,00","23.277,00","","0,57%"
02/29/2016,"23.146,00","23.146,00","23.146,00","23.146,00","","0,75%"
02/28/2016,"22.974,00","22.974,00","22.974,00","22.974,00","","-1,83%"
02/27/2016,"23.403,00","23.403,00","23.403,00","23.403,00","","1,50%"
02/26/2016,"23.058,00","23.058,00","23.058,00","23.058,00","","1,73%"
02/25/2016,"22.665,00","22.665,00","22.665,00","22.665,00","","2,17%"
02/24/2016,"22.184,00","22.184,00","22.184,00","22.184,00","","0,22%"
02/23/2016,"22.135,00","22.135,00","22.135,00","22.135,00","","0,11%"
02/22/2016,"22.110,00","22.110,00","22.110,00","22.110,00","","-0,11%"
02/21/2016,"22.134,00","22.134,00","22.134,00","22.134,00","","1,24%"
02/20/2016,"21.862,00","21.862,00","21.862,00","21.862,00","","1,08%"
02/19/2016,"21.629,00","21.629,00","21.629,00","21.629,00","","0,11%"
02/18/2016,"21.605,00","21.605,00","21.605,00","21.605,00","","0,12%"
02/17/2016,"21.580,00","21.580,00","21.580,00","21.580,00","","-2,99%"
02/16/2016,"22.244,00","22.244,00","22.244,00","22.244,00","","-2,53%"
02/15/2016,"22.821,00","22.821,00","22.821,00","22.821,00","","-1,53%"
02/14/2016,"23.176,00","23.176,00","23.176,00","23.176,00","","2,16%"
02/13/2016,"22.686,00","22.686,00","22.686,00","22.686,00","","0,35%"
02/12/2016,"22.606,00","22.606,00","22.606,00","22.606,00","","-0,04%"
02/11/2016,"22.616,00","22.616,00","22.616,00","22.616,00","","-0,75%"
02/10/2016,"22.787,00","22.787,00","22.787,00","22.787,00","","0,99%"
02/09/2016,"22.564,00","22.564,00","22.564,00","22.564,00","","-2,92%"
02/08/2016,"23.242,00","23.242,00","23.242,00","23.242,00","","-1,47%"
02/07/2016,"23.588,00","23.588,00","23.588,00","23.588,00","","2,19%"
02/06/2016,"23.082,00","23.082,00","23.082,00","23.082,00","","1,14%"
02/05/2016,"22.821,00","22.821,00","22.821,00","22.821,00","","-2,48%"
02/04/2016,"23.401,00","23.401,00","23.401,00","23.401,00","","2,24%"
02/03/2016,"22.889,00","22.889,00","22.889,00","22.889,00","","2,26%"
02/02/2016,"22.384,00","22.384,00","22.384,00","22.384,00","","-4,88%"
02/01/2016,"23.533,00","23.533,00","23.533,00","23.533,00","","-0,07%"
01/31/2016,"23.550,00","23.550,00","23.550,00","23.550,00","","-3,31%"
01/30/2016,"24.356,00","24.356,00","24.356,00","24.356,00","","-0,17%"
01/29/2016,"24.398,00","24.398,00","24.398,00","24.398,00","","-0,62%"
01/28/2016,"24.549,00","24.549,00","24.549,00","24.549,00","","0,00%"
01/27/2016,"24.549,00","24.549,00","24.549,00","24.549,00","","-1,20%"
01/26/2016,"24.848,00","24.848,00","24.848,00","24.848,00","","1,99%"
01/25/2016,"24.363,00","24.363,00","24.363,00","24.363,00","","-0,94%"
01/24/2016,"24.593,00","24.593,00","24.593,00","24.593,00","","0,33%"
01/23/2016,"24.513,00","24.513,00","24.513,00","24.513,00","","-5,04%"
01/22/2016,"25.814,00","25.814,00","25.814,00","25.814,00","","-5,43%"
01/21/2016,"27.295,00","27.295,00","27.295,00","27.295,00","","1,68%"
01/20/2016,"26.844,00","26.844,00","26.844,00","26.844,00","","0,85%"
01/19/2016,"26.618,00","26.618,00","26.618,00","26.618,00","","-0,08%"
01/18/2016,"26.638,00","26.638,00","26.638,00","26.638,00","","-0,92%"
01/17/2016,"26.885,00","26.885,00","26.885,00","26.885,00","","5,41%"
01/16/2016,"25.505,00","25.505,00","25.505,00","25.505,00","","-2,49%"
01/15/2016,"26.155,00","26.155,00","26.155,00","26.155,00","","1,38%"
01/14/2016,"25.800,00","25.800,00","25.800,00","25.800,00","","-1,73%"
01/13/2016,"26.255,00","26.255,00","26.255,00","26.255,00","","-1,63%"
01/12/2016,"26.690,00","26.690,00","26.690,00","26.690,00","","-3,66%"
01/11/2016,"27.705,00","27.705,00","27.705,00","27.705,00","","0,38%"
01/10/2016,"27.600,00","27.600,00","27.600,00","27.600,00","","2,96%"
01/09/2016,"26.807,00","26.807,00","26.807,00","26.807,00","","1,39%"
01/08/2016,"26.440,00","26.440,00","26.440,00","26.440,00","","4,13%"
01/07/2016,"25.391,00","25.391,00","25.391,00","25.391,00","","-0,37%"
01/06/2016,"25.486,00","25.486,00","25.486,00","25.486,00","","-0,39%"
01/05/2016,"25.586,00","25.586,00","25.586,00","25.586,00","","-1,92%"
01/04/2016,"26.086,00","26.086,00","26.086,00","26.086,00","","0,25%"
01/03/2016,"26.021,00","26.021,00","26.021,00","26.021,00","","-2,16%"
01/02/2016,"26.595,00","26.595,00","26.595,00","26.595,00","","1,43%"
01/01/2016,"26.219,00","26.219,00","26.219,00","26.219,00","","-3,09%"
12/31/2015,"27.055,00","27.055,00","27.055,00","27.055,00","","-0,55%"
12/30/2015,"27.204,00","27.204,00","27.204,00","27.204,00","","1,39%"
12/29/2015,"26.830,00","26.830,00","26.830,00","26.830,00","","1,80%"
12/28/2015,"26.355,00","26.355,00","26.355,00","26.355,00","","-1,50%"
12/27/2015,"26.756,00","26.756,00","26.756,00","26.756,00","","-0,03%"
12/26/2015,"26.764,00","26.764,00","26.764,00","26.764,00","","3,18%"
12/25/2015,"25.939,00","25.939,00","25.939,00","25.939,00","","0,54%"
12/24/2015,"25.800,00","25.800,00","25.800,00","25.800,00","","-0,48%"
12/23/2015,"25.924,00","25.924,00","25.924,00","25.924,00","","-0,38%"
12/22/2015,"26.022,00","26.022,00","26.022,00","26.022,00","","-0,38%"
12/21/2015,"26.122,00","26.122,00","26.122,00","26.122,00","","-2,52%"
12/20/2015,"26.796,00","26.796,00","26.796,00","26.796,00","","-2,37%"
12/19/2015,"27.446,00","27.446,00","27.446,00","27.446,00","","-4,63%"
12/18/2015,"28.777,00","28.777,00","28.777,00","28.777,00","","-0,21%"
12/17/2015,"28.839,00","28.839,00","28.839,00","28.839,00","","0,90%"
12/16/2015,"28.582,00","28.582,00","28.582,00","28.582,00","","-0,62%"
12/15/2015,"28.760,00","28.760,00","28.760,00","28.760,00","","-0,75%"
12/14/2015,"28.977,00","28.977,00","28.977,00","28.977,00","","2,85%"
12/13/2015,"28.175,00","28.175,00","28.175,00","28.175,00","","2,51%"
12/12/2015,"27.486,00","27.486,00","27.486,00","27.486,00","","-4,11%"
12/11/2015,"28.664,00","28.664,00","28.664,00","28.664,00","","0,11%"
12/10/2015,"28.632,00","28.632,00","28.632,00","28.632,00","","-2,23%"
12/09/2015,"29.286,00","29.286,00","29.286,00","29.286,00","","0,54%"
12/08/2015,"29.128,00","29.128,00","29.128,00","29.128,00","","2,32%"
12/07/2015,"28.468,00","28.468,00","28.468,00","28.468,00","","-1,39%"
12/06/2015,"28.868,00","28.868,00","28.868,00","28.868,00","","2,09%"
12/05/2015,"28.276,50","28.276,50","28.276,50","28.276,50","","1,60%"
12/04/2015,"27.830,00","27.830,00","27.830,00","27.830,00","","-1,86%"
12/03/2015,"28.357,00","28.357,00","28.357,00","28.357,00","","-0,03%"
12/02/2015,"28.366,00","28.366,00","28.366,00","28.366,00","","0,26%"
12/01/2015,"28.292,00","28.292,00","28.292,00","28.292,00","","-0,20%"
11/30/2015,"28.350,00","28.350,00","28.350,00","28.350,00","","1,49%"
11/29/2015,"27.935,00","27.935,00","27.935,00","27.935,00","","-0,18%"
11/28/2015,"27.986,00","27.986,00","27.986,00","27.986,00","","0,03%"
11/27/2015,"27.977,00","27.977,00","27.977,00","27.977,00","","2,36%"
11/26/2015,"27.333,00","27.333,00","27.333,00","27.333,00","","2,76%"
11/25/2015,"26.600,00","26.600,00","26.600,00","26.600,00","","0,47%"
11/24/2015,"26.475,00","26.475,00","26.475,00","26.475,00","","-0,03%"
11/23/2015,"26.484,00","26.484,00","26.484,00","26.484,00","","2,30%"
11/22/2015,"25.888,00","25.888,00","25.888,00","25.888,00","","-0,97%"
11/21/2015,"26.142,00","26.142,00","26.142,00","26.142,00","","-0,05%"
11/20/2015,"26.154,00","26.154,00","26.154,00","26.154,00","","1,53%"
11/19/2015,"25.760,00","25.760,00","25.760,00","25.760,00","","-0,20%"
11/18/2015,"25.811,00","25.811,00","25.811,00","25.811,00","","-0,16%"
11/17/2015,"25.852,00","25.852,00","25.852,00","25.852,00","","1,27%"
11/16/2015,"25.528,00","25.528,00","25.528,00","25.528,00","","-0,96%"
11/15/2015,"25.776,00","25.776,00","25.776,00","25.776,00","","4,47%"
11/14/2015,"24.672,00","24.672,00","24.672,00","24.672,00","","3,46%"
11/13/2015,"23.847,00","23.847,00","23.847,00","23.847,00","","-1,38%"
11/12/2015,"24.180,00","24.180,00","24.180,00","24.180,00","","-1,44%"
11/11/2015,"24.534,00","24.534,00","24.534,00","24.534,00","","-0,75%"
11/10/2015,"24.720,00","24.720,00","24.720,00","24.720,00","","-1,59%"
11/09/2015,"25.120,00","25.120,00","25.120,00","25.120,00","","1,64%"
11/08/2015,"24.715,00","24.715,00","24.715,00","24.715,00","","1,85%"
11/07/2015,"24.265,00","24.265,00","24.265,00","24.265,00","","1,91%"
11/06/2015,"23.811,00","23.811,00","23.811,00","23.811,00","","-1,26%"
11/05/2015,"24.114,00","24.114,00","24.114,00","24.114,00","","2,31%"
11/04/2015,"23.569,00","23.569,00","23.569,00","23.569,00","","-1,87%"
11/03/2015,"24.019,00","24.019,00","24.019,00","24.019,00","","-2,33%"
11/02/2015,"24.593,00","24.593,00","24.593,00","24.593,00","","0,30%"
11/01/2015,"24.520,00","24.520,00","24.520,00","24.520,00","","-1,81%"
10/31/2015,"24.973,00","24.973,00","24.973,00","24.973,00","","1,22%"
10/30/2015,"24.673,00","24.673,00","24.673,00","24.673,00","","0,83%"
10/29/2015,"24.470,00","24.470,00","24.470,00","24.470,00","","2,30%"
10/28/2015,"23.919,00","23.919,00","23.919,00","23.919,00","","1,57%"
10/27/2015,"23.549,00","23.549,00","23.549,00","23.549,00","","-1,69%"
10/26/2015,"23.953,00","23.953,00","23.953,00","23.953,00","","-0,46%"
10/25/2015,"24.063,00","24.063,00","24.063,00","24.063,00","","2,05%"
10/24/2015,"23.579,00","23.579,00","23.579,00","23.579,00","","0,40%"
10/23/2015,"23.484,00","23.484,00","23.484,00","23.484,00","","-0,65%"
10/22/2015,"23.637,00","23.637,00","23.637,00","23.637,00","","0,50%"
10/21/2015,"23.519,00","23.519,00","23.519,00","23.519,00","","2,21%"
10/20/2015,"23.011,00","23.011,00","23.011,00","23.011,00","","2,81%"
10/19/2015,"22.383,00","22.383,00","22.383,00","22.383,00","","-0,58%"
10/18/2015,"22.513,00","22.513,00","22.513,00","22.513,00","","-1,21%"
10/17/2015,"22.789,00","22.789,00","22.789,00","22.789,00","","1,46%"
10/16/2015,"22.460,00","22.460,00","22.460,00","22.460,00","","4,17%"
10/15/2015,"21.561,00","21.561,00","21.561,00","21.561,00","","0,02%"
10/14/2015,"21.556,00","21.556,00","21.556,00","21.556,00","","-1,15%"
10/13/2015,"21.807,00","21.807,00","21.807,00","21.807,00","","0,00%"
10/12/2015,"21.807,00","21.807,00","21.807,00","21.807,00","","-2,14%"
10/11/2015,"22.283,00","22.283,00","22.283,00","22.283,00","","-1,47%"
10/10/2015,"22.615,00","22.615,00","22.615,00","22.615,00","","-5,51%"
10/09/2015,"23.933,00","23.933,00","23.933,00","23.933,00","","-0,64%"
10/08/2015,"24.088,00","24.088,00","24.088,00","24.088,00","","-1,90%"
10/07/2015,"24.555,00","24.555,00","24.555,00","24.555,00","","2,05%"
10/06/2015,"24.061,00","24.061,00","24.061,00","24.061,00","","-1,37%"
10/05/2015,"24.395,00","24.395,00","24.395,00","24.395,00","","-0,19%"
10/04/2015,"24.441,00","24.441,00","24.441,00","24.441,00","","4,05%"
10/03/2015,"23.490,00","23.490,00","23.490,00","23.490,00","","0,31%"
10/02/2015,"23.418,00","23.418,00","23.418,00","23.418,00","","0,99%"
10/01/2015,"23.188,00","23.188,00","23.188,00","23.188,00","","1,11%"
09/30/2015,"22.933,00","22.933,00","22.933,00","22.933,00","","-0,48%"
09/29/2015,"23.044,00","23.044,00","23.044,00","23.044,00","","1,29%"
09/28/2015,"22.750,00","22.750,00","22.750,00","22.750,00","","-2,13%"
09/27/2015,"23.245,00","23.245,00","23.245,00","23.245,00","","-1,17%"
09/26/2015,"23.521,00","23.521,00","23.521,00","23.521,00","","1,49%"
09/25/2015,"23.176,00","23.176,00","23.176,00","23.176,00","","-1,38%"
09/24/2015,"23.501,00","23.501,00","23.501,00","23.501,00","","-1,05%"
09/23/2015,"23.751,00","23.751,00","23.751,00","23.751,00","","-0,98%"
09/22/2015,"23.987,00","23.987,00","23.987,00","23.987,00","","-1,13%"
09/21/2015,"24.262,00","24.262,00","24.262,00","24.262,00","","-0,41%"
09/20/2015,"24.361,00","24.361,00","24.361,00","24.361,00","","1,44%"
09/19/2015,"24.016,00","24.016,00","24.016,00","24.016,00","","-1,14%"
09/18/2015,"24.293,00","24.293,00","24.293,00","24.293,00","","-0,31%"
09/17/2015,"24.368,00","24.368,00","24.368,00","24.368,00","","2,08%"
09/16/2015,"23.871,00","23.871,00","23.871,00","23.871,00","","-3,70%"
09/15/2015,"24.788,00","24.788,00","24.788,00","24.788,00","","0,29%"
09/14/2015,"24.716,00","24.716,00","24.716,00","24.716,00","","2,42%"
09/13/2015,"24.132,00","24.132,00","24.132,00","24.132,00","","1,12%"
09/12/2015,"23.864,00","23.864,00","23.864,00","23.864,00","","1,90%"
09/11/2015,"23.420,00","23.420,00","23.420,00","23.420,00","","0,18%"
09/10/2015,"23.378,00","23.378,00","23.378,00","23.378,00","","0,72%"
09/09/2015,"23.212,00","23.212,00","23.212,00","23.212,00","","0,35%"
09/08/2015,"23.132,00","23.132,00","23.132,00","23.132,00","","0,83%"
09/07/2015,"22.942,00","22.942,00","22.942,00","22.942,00","","0,70%"
09/06/2015,"22.783,00","22.783,00","22.783,00","22.783,00","","0,87%"
09/05/2015,"22.587,00","22.587,00","22.587,00","22.587,00","","0,97%"
09/04/2015,"22.369,00","22.369,00","22.369,00","22.369,00","","-3,17%"
09/03/2015,"23.102,00","23.102,00","23.102,00","23.102,00","","-0,57%"
09/02/2015,"23.235,00","23.235,00","23.235,00","23.235,00","","-0,19%"
09/01/2015,"23.279,00","23.279,00","23.279,00","23.279,00","","1,90%"
08/31/2015,"22.844,00","22.844,00","22.844,00","22.844,00","","1,54%"
08/30/2015,"22.497,00","22.497,00","22.497,00","22.497,00","","-1,09%"
08/29/2015,"22.745,00","22.745,00","22.745,00","22.745,00","","-0,65%"
08/28/2015,"22.894,00","22.894,00","22.894,00","22.894,00","","3,30%"
08/27/2015,"22.162,00","22.162,00","22.162,00","22.162,00","","0,23%"
08/26/2015,"22.112,00","22.112,00","22.112,00","22.112,00","","2,56%"
08/25/2015,"21.560,00","21.560,00","21.560,00","21.560,00","","-0,20%"
08/24/2015,"21.603,00","21.603,00","21.603,00","21.603,00","","2,84%"
08/23/2015,"21.006,00","21.006,00","21.006,00","21.006,00","","1,69%"
08/22/2015,"20.657,00","20.657,00","20.657,00","20.657,00","","-1,68%"
08/21/2015,"21.009,00","21.009,00","21.009,00","21.009,00","","2,94%"
08/20/2015,"20.408,00","20.408,00","20.408,00","20.408,00","","1,80%"
08/19/2015,"20.048,00","20.048,00","20.048,00","20.048,00","","-2,48%"
08/18/2015,"20.558,50","20.558,50","20.558,50","20.558,50","","-2,83%"
08/17/2015,"21.157,50","21.157,50","21.157,50","21.157,50","","-1,63%"
08/16/2015,"21.509,00","21.509,00","21.509,00","21.509,00","","-1,12%"
08/15/2015,"21.752,00","21.752,00","21.752,00","21.752,00","","1,27%"
08/14/2015,"21.479,00","21.479,00","21.479,00","21.479,00","","1,27%"
08/13/2015,"21.209,00","21.209,00","21.209,00","21.209,00","","-0,70%"
08/12/2015,"21.359,00","21.359,00","21.359,00","21.359,00","","-1,25%"
08/11/2015,"21.630,00","21.630,00","21.630,00","21.630,00","","-2,29%"
08/10/2015,"22.137,00","22.137,00","22.137,00","22.137,00","","-2,65%"
08/09/2015,"22.740,00","22.740,00","22.740,00","22.740,00","","3,16%"
08/08/2015,"22.044,00","22.044,00","22.044,00","22.044,00","","1,03%"
08/07/2015,"21.819,00","21.819,00","21.819,00","21.819,00","","-0,36%"
08/06/2015,"21.898,00","21.898,00","21.898,00","21.898,00","","1,31%"
08/05/2015,"21.614,00","21.614,00","21.614,00","21.614,00","","-1,30%"
08/04/2015,"21.898,00","21.898,00","21.898,00","21.898,00","","3,81%"
08/03/2015,"21.095,00","21.095,00","21.095,00","21.095,00","","2,29%"
08/02/2015,"20.622,00","20.622,00","20.622,00","20.622,00","","1,33%"
08/01/2015,"20.352,00","20.352,00","20.352,00","20.352,00","","-0,69%"
07/31/2015,"20.494,00","20.494,00","20.494,00","20.494,00","","-1,22%"
07/30/2015,"20.747,00","20.747,00","20.747,00","20.747,00","","2,19%"
07/29/2015,"20.303,00","20.303,00","20.303,00","20.303,00","","0,49%"
07/28/2015,"20.205,00","20.205,00","20.205,00","20.205,00","","7,88%"
07/27/2015,"18.730,00","18.730,00","18.730,00","18.730,00","","-0,83%"
07/26/2015,"18.886,00","18.886,00","18.886,00","18.886,00","","-2,33%"
07/25/2015,"19.337,00","19.337,00","19.337,00","19.337,00","","-0,02%"
07/24/2015,"19.341,00","19.341,00","19.341,00","19.341,00","","-0,77%"
07/23/2015,"19.491,00","19.491,00","19.491,00","19.491,00","","1,83%"
07/22/2015,"19.141,00","19.141,00","19.141,00","19.141,00","","-1,56%"
07/21/2015,"19.445,00","19.445,00","19.445,00","19.445,00","","0,52%"
07/20/2015,"19.345,00","19.345,00","19.345,00","19.345,00","","1,30%"
07/19/2015,"19.096,00","19.096,00","19.096,00","19.096,00","","1,33%"
07/18/2015,"18.845,00","18.845,00","18.845,00","18.845,00","","1,21%"
07/17/2015,"18.620,00","18.620,00","18.620,00","18.620,00","","-0,68%"
07/16/2015,"18.747,00","18.747,00","18.747,00","18.747,00","","-1,06%"
07/15/2015,"18.947,00","18.947,00","18.947,00","18.947,00","","-3,79%"
07/14/2015,"19.693,00","19.693,00","19.693,00","19.693,00","","3,52%"
07/13/2015,"19.024,00","19.024,00","19.024,00","19.024,00","","-7,64%"
07/12/2015,"20.597,00","20.597,00","20.597,00","20.597,00","","4,57%"
07/11/2015,"19.697,00","19.697,00","19.697,00","19.697,00","","1,81%"
07/10/2015,"19.347,00","19.347,00","19.347,00","19.347,00","","0,65%"
07/09/2015,"19.223,00","19.223,00","19.223,00","19.223,00","","-1,92%"
07/08/2015,"19.599,00","19.599,00","19.599,00","19.599,00","","-1,01%"
07/07/2015,"19.799,00","19.799,00","19.799,00","19.799,00","","1,31%"
07/06/2015,"19.543,00","19.543,00","19.543,00","19.543,00","","-1,07%"
07/05/2015,"19.755,00","19.755,00","19.755,00","19.755,00","","-2,35%"
07/04/2015,"20.230,00","20.230,00","20.230,00","20.230,00","","3,85%"
07/03/2015,"19.480,00","19.480,00","19.480,00","19.480,00","","3,15%"
07/02/2015,"18.886,00","18.886,00","18.886,00","18.886,00","","-1,73%"
07/01/2015,"19.218,00","19.218,00","19.218,00","19.218,00","","4,38%"
06/30/2015,"18.412,00","18.412,00","18.412,00","18.412,00","","1,52%"
06/29/2015,"18.137,00","18.137,00","18.137,00","18.137,00","","1,39%"
06/28/2015,"17.889,00","17.889,00","17.889,00","17.889,00","","-3,87%"
06/27/2015,"18.609,00","18.609,00","18.609,00","18.609,00","","-4,99%"
06/26/2015,"19.586,00","19.586,00","19.586,00","19.586,00","","-4,16%"
06/25/2015,"20.437,00","20.437,00","20.437,00","20.437,00","","-4,01%"
06/24/2015,"21.291,00","21.291,00","21.291,00","21.291,00","","-2,07%"
06/23/2015,"21.741,00","21.741,00","21.741,00","21.741,00","","3,25%"
06/22/2015,"21.056,00","21.056,00","21.056,00","21.056,00","","-0,38%"
06/21/2015,"21.137,00","21.137,00","21.137,00","21.137,00","","-4,55%"
06/20/2015,"22.145,00","22.145,00","22.145,00","22.145,00","","3,97%"
06/19/2015,"21.300,00","21.300,00","21.300,00","21.300,00","","0,71%"
06/18/2015,"21.149,00","21.149,00","21.149,00","21.149,00","","2,53%"
06/17/2015,"20.627,00","20.627,00","20.627,00","20.627,00","","-3,98%"
06/16/2015,"21.483,00","21.483,00","21.483,00","21.483,00","","-5,38%"
06/15/2015,"22.704,00","22.704,00","22.704,00","22.704,00","","0,97%"
06/14/2015,"22.485,00","22.485,00","22.485,00","22.485,00","","-0,19%"
